葦	あし		ditch reed
芦	あし		hollow reed
梅	うめ		plum, plum-tree, lowest (of a three-tier ranking system)
荻	おぎ		reed
柿	かき		kaki; persimon
柏	かしわ		Japanese oak
桂	かつら		Japanese Judas tree
茅	かや		grassy reed
萱	かや		grassy reed
桐	きり		paulownia tree
桜	さくら		cherry blossom, cherry tree
杉	すぎ		Japanese cedar
椿	つばき		camelia
檜	ひのき		Japanese Cypress (old)
桧	ひのき		Japanese Cypress
藤	ふじ		wisteria
柳	やなぎ		willow
