青木真也	あおき・しんや	総合格闘家、柔術家。静岡県静岡市出身。ブラジリアン柔術黒帯。現ONE世界ライト級王者。元DREAMライト級王者。
久保田玲奈	くぼた・れな	RENA。女子シュートボクサー、女子格闘家。大阪府大阪市出身。
五味隆典	ごみ・たかのり	総合格闘家。神奈川県愛甲郡愛川町出身。久我山ラスカルジム主宰。元PRIDEライト級王者。元修斗世界ウェルター級王者。
榊原信行	さかきばら・のぶゆき	実業家。愛知県半田市出身。元ドリームステージエンターテインメント (DSE) 代表取締役で、株式会社うぼん、株式会社沖縄ドリームファクトリー代表取締役。
桜庭和志	さくらば・かずし	プロレスラー、総合格闘家。秋田県南秋田郡昭和町出身。新聞などでは常用漢字外の文字の使用には制約があるため、桜庭和志と表記されることが多く、著書などでも桜庭の表記が一般的である。
高田延彦	たかだ・のぶひこ	元プロレスラー、総合格闘家、タレント、俳優、実業家。本名・旧リングネーム：髙田 伸彦（読みは同じ）。神奈川県横浜市出身。
田中宏茂	たなか・ひろしげ	福岡県出身。シューティングジム横浜所属。あだ名は「半蔵」
三上アスカ	みかみ・あすか	アウトサイダー出場時の名は「渋谷莉孔」。125Lb。
