萩原亜咲	はぎわら・あさき	「Whipper Snapper Gym」のオーナー
小林由佳	こばやし・ゆか	(1989年12月29日)フリークライマー。茨城県那珂郡東海村出身。茨城県立水戸第三高等学校、筑波大学大学院卒、筑波大学体育専門学群特殊体育学研究室出身。
