豪鬼	ごうき	カプコンの対戦型格闘ゲーム『ストリートファイター』シリーズに登場する架空の人物。
剛拳	ごうけん	『スーパーストリートファイターII X』からキャラクター設定が存在し、各種メディアミックスでも何度か描かれていた。『ストリートファイターIV』においてゲーム本編に初登場。
疾風迅雷脚	しっぷうじんらいきゃく	shippu/3s Ken SA3
